ParcelID,Address,Ward,Neigh,AssN,Usage,Description,BldgSF,Front,Side1,LotSF,Add#,Street Name,Latitude,Longitude
43870001800,4910 San Francisco Av,1,69,301,Residential,1 Story Brick Residence,"1,127",28.0,135.0,"3,170",4910,San Francisco,38.6761699,-90.2487908
44530000400,4864 Palm St,1,55,301,Residential,1 Story Frame Residence,622,20.0,107.5,"2,457",4864,Palm,38.6740942,-90.249409
54640000200,4960 Margaretta Av,1,69,301,Residential,2 Story Frame Residence,"1,330",35.0,118.95,"4,163",4960,Margaretta,38.6783661,-90.24930739999999
43800300200,4237 N Euclid Av,1,69,302,Residential,2 Story Frame Residence,"1,082",33.33,115.0,"4,082",4237,Euclid,38.68159,-90.2447612
43831700610,4122 Clara Pl,1,69,302,Residential,1 Story Frame Residence,560,75.0,110.0,"8,193",4122,Clara,38.679691,-90.24777499999999
43831702200,4113 Walbridge Pl,1,69,302,Residential,1 Story Frame Residence,630,25.0,110.0,"2,750",4113,Walbridge,38.679188,-90.24762899999999
43831702400,4107 Walbridge Pl,1,69,302,Residential,1 Story Frame Residence,952,50.0,110.0,"3,150",4107,Walbridge,38.6790865,-90.24760239999999
43903002700,4814 Bessie Av,1,69,302,Residential,1.5 Story Brick Residence,"1,222",30.0,119.0,"3,679",4814,Bessie,38.6799579,-90.2420301
43910102800,4877 Carter Av,1,69,302,Residential,2 Story Frame Residence,912,30.0,120.0,"3,600",4877,Carter,38.683571,-90.242181
54630001000,4936 Farlin Av,1,69,302,Residential,2 Story Frame Residence,"1,184",30.0,120.0,"3,600",4936,Farlin,38.6787784,-90.2480607
50910000800,4926 Geraldine Av,1,71,326,Residential,2 Story Frame Residence,970,33.33,127.5,"4,388",4926,Geraldine,38.6888607,-90.2478682
50800001600,5452 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,"1,440",30.0,127.5,"3,825",5452,Geraldine,38.693388,-90.239459
50810001300,5448 Union Blvd,1,71,327,Residential,1 Story Frame Residence,957,33.33,127.5,"3,961",5448,Union,38.6940219,-90.240304
50810001800,5462 Union Blvd,1,71,327,Residential,1 Story Brick Residence,760,25.0,127.5,"2,827",5462,Union,38.694251,-90.239891
50840001000,5334 Union Blvd,1,71,327,Residential,1.5 Story Frame Residence,"1,197",25.0,127.5,"3,188",5334,Union,38.6923689,-90.2434275
50840002100,5370 Union Blvd,1,71,327,Residential,1 Story Brick Residence,880,25.0,127.5,"3,187",5370,Union,38.6929408,-90.24245049999999
50840004200,5321 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,920,25.0,127.5,"3,211",5321,Geraldine,38.6916946,-90.24346899999999
50850000300,5306 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,"1,488",25.0,127.5,"3,237",5306,Geraldine,38.691165,-90.24352139999999
50860002100,5064 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,721,25.0,127.5,"3,113",5064,Geraldine,38.6904225,-90.2449353
50860002200,5066 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,782,25.0,127.5,"3,230",5066,Geraldine,38.6904691,-90.2448804
50870001100,5028 Union Blvd,1,71,327,Residential,1 Story Brick Residence,917,25.0,128.0,"3,054",5028,Union,38.6905379,-90.24665399999999
50870002700,5072 Union Blvd,1,71,327,Residential,2 Story Frame Residence,990,30.0,128.0,"3,840",5072,Union,38.6912393,-90.2455155
50880000800,5030 Claxton Av,1,71,327,Residential,1 Story Brick Residence,702,29.0,125.0,"3,467",5030,Claxton,38.6913455,-90.2473182
50880003500,5091 Union Blvd,1,71,327,Residential,2 Story Frame Residence,"1,080",25.0,120.6,"2,770",5091,Union,38.691865,-90.2452194
52610001000,4949 Harney Av,1,71,329,Residential,1 Story Frame Residence,"1,120",50.0,112.5,"5,479",4949,Harney,38.6890959,-90.23808969999999
52610004500,5407 N Euclid Av,1,71,329,Residential,1 Story Frame Residence,"1,176",30.0,125.0,"3,719",5407,Euclid,38.68811549999999,-90.2370084
52620002700,4966 Harney Av,1,71,329,Residential,1 Story Frame Residence,722,25.0,112.5,"2,812",4966,Harney,38.6892992,-90.23876779999999
54660000200,4917 Ashby Av,1,71,329,Residential,2 Story Frame Residence,945,30.0,112.5,"3,375",4917,Ashby,38.6888575,-90.2365883
54660000700,4935 Ashby Av,1,71,329,Residential,2 Story Frame Residence,"1,088",25.0,112.6,"2,848",4935,Ashby,38.689221,-90.2369535
44980001700,5239 Terry Av,1,52,343,Residential,1 Story Brick Residence,970,25.16,142.5,"3,576",5239,Terry,38.6730384,-90.2609671
44980001800,5243 Terry Av,1,52,343,Residential,1 Story Brick Residence,867,31.1,142.5,"4,432",5243,Terry,38.6731202,-90.2610363
44990500600,5206 St Louis Av,1,52,343,Residential,1 Story Brick Residence,852,27.5,137.5,"3,781",5206,St Louis,38.6731568,-90.25968499999999
44990501400,5140 St Louis Av,1,52,343,Residential,1 Story Brick Residence,"1,012",33.33,137.0,"5,295",5140,St Louis,38.6728397,-90.258934
45000100400,5044 Terry Av,1,52,343,Residential,1 Story Brick Residence,990,25.0,150.0,"3,731",5044,Terry,38.6711526,-90.2576655
45030500200,5260 Maffitt Av,1,52,343,Residential,1 Story Brick Residence,950,27.5,134.5,"3,076",5260,Maffitt,38.6721142,-90.26242730000001
50280000200,5256 Terry Av,1,52,343,Residential,1 Story Brick Residence,912,30.0,150.0,"4,369",5256,Terry,38.6729447,-90.2616925
50280000800,5238 Terry Av,1,52,343,Residential,1 Story Brick Residence,996,28.0,142.5,"3,975",5238,Terry,38.672745,-90.26113959999999
50280003200,2812 Union Blvd,1,52,343,Residential,1 Story Brick Residence,858,25.0,135.0,"3,172",2812,Union,38.6728714,-90.2624168
45190102400,3321 William Pl,1,50,344,Residential,1.5 Story Frame Residence,882,25.0,109.0,"2,533",3321,William,38.6776554,-90.2608856
52470002000,5321 Labadie Av,1,50,344,Residential,2.5 Story Frame Residence,"1,320",40.0,133.0,"5,320",5321,Labadie,38.6756159,-90.261859
42880002400,8917 Newby St,2,74,333,Residential,1 Story Frame Residence,"1,005",25.0,127.5,"3,187",8917,Newby,38.719593,-90.235524
54330002100,1100 Howell St,2,74,333,Residential,1 Story Frame Residence,972,56.42,123.0,"5,274",1100,Howell,38.7215863,-90.2362479
54340000600,8984 Edna St,2,74,333,Residential,1 Story Frame Residence,900,30.0,127.5,"3,922",8984,Edna,38.7214642,-90.235918
52760001500,928 Canaan Av,2,74,334,Residential,1 Story Frame Residence,880,70.0,137.5,"8,803",928,Canaan,38.7204096,-90.2331794
52770000950,942 Elias Av,2,74,334,Residential,1.5 Story Brick Residence,535,30.0,127.6,"3,931",942,Elias,38.721259,-90.233424
53990000600,954 Harlan Av,2,74,334,Residential,1 Story Frame Residence,918,35.0,127.5,"5,594",954,Harlan,38.7222805,-90.2338286
53990002400,868 Harlan Av,2,74,334,Residential,2 Story Frame Residence,"1,104",25.0,127.5,"2,658",868,Harlan,38.7219259,-90.2313149
53990002600,864 Harlan Av,2,74,334,Residential,1 Story Brick Residence,"1,188",50.0,127.5,"6,244",864,Harlan,38.721911,-90.23110899999999
53990003100,845 Elias Av,2,74,334,Residential,1.5 Story Frame Residence,"1,440",40.0,127.5,"5,383",845,Elias,38.7214339,-90.23056729999999
53990005700,979 Elias Av,2,74,334,Residential,1.5 Story Frame Residence,"1,049",42.0,127.5,"5,519",979,Elias,38.72184439999999,-90.2346934
54010001200,8653 N Broadway,2,74,334,Residential,1 Story Frame Residence,714,25.0,120.0,"3,000",8653,Broadway,38.7205707,-90.22926799999999
56370003400,8511 N Broadway,2,74,334,Residential,1 Story Brick Residence,940,30.0,115.0,"3,450",8511,Broadway,38.7173315,-90.2297555
56370003500,8509 N Broadway,2,74,334,Residential,1 Story Brick Residence,928,30.0,115.0,"3,366",8509,Broadway,38.7172523,-90.22973480000002
42500000600,1034 Gimblin St,2,74,335,Residential,2 Story Frame Residence,"1,184",50.0,150.0,"7,500",1034,Gimblin,38.7132425,-90.2342321
54310001400,1026 Garth Av,2,74,335,Residential,1 Story Brick Residence,940,26.7,158.1,"3,938",1026,Garth,38.7122615,-90.2336457
54310001800,1016 Garth Av,2,74,335,Residential,2 Story Frame Residence,"1,377",25.0,145.5,"2,634",1016,Garth,38.712209,-90.23327599999999
42300001100,7861 Hall St,2,74,336,Residential,1 Story Frame Residence,"1,179",36.7,94.48,"2,911",7861,Hall,38.7087413,-90.22743709999999
42930002200,8425 Lowell St,2,74,336,Residential,1 Story Concrete Block Residence,705,28.1,107.1,"2,219",8425,Lowell,38.7165585,-90.2283961
42930003500,8426 Lowell La,2,74,336,Residential,1 Story Frame Residence,630,57.5,107.33,"6,169",8426,Lowell,38.71623020000001,-90.2288725
42930003900,8442 Lowell La,2,74,336,Residential,1 Story Concrete Block Residence,512,28.83,107.83,"3,118",8442,Lowell,38.7168239,-90.22868919999999
42930004000,8446 Lowell La,2,74,336,Residential,1 Story Concrete Block Residence,512,28.83,107.83,"2,335",8446,Lowell,38.7172865,-90.22771809999999
42930004100,8450 Lowell La,2,74,336,Residential,1 Story Concrete Block Residence,512,28.83,107.75,"2,384",8450,Lowell,38.717422,-90.227408
60190000700,8432 Lowell St,2,74,336,Residential,1 Story Brick Residence,"1,088",40.0,200.0,"8,000",8432,Lowell,38.7170905,-90.22784209999999
48720002400,3729 Maffitt Av,3,59,309,Residential,2 Story Brick Residence,"1,184",25.0,140.0,"3,500",3729,Maffitt,38.6555,-90.22435
23900000300,3642 Hebert St,3,59,310,Residential,1 Story Brick Residence,"1,074",25.0,162.18,"3,921",3642,Hebert,38.6597109,-90.219694
23910002000,3641 Hebert St,3,59,310,Residential,1 Story Brick Residence,967,25.0,162.0,"3,913",3641,Hebert,38.6600601,-90.219445
24870001800,4246 Gano Av,3,67,311,Residential,1 Story Brick Residence,"1,089",25.0,107.5,"2,806",4246,Gano,38.6690107,-90.2147222
24880000300,3736 Penrose St,3,67,311,Residential,1 Story Frame Residence,603,35.0,102.58,"3,428",3736,Penrose,38.6676164,-90.2156119
33540001200,4230 Desoto Av,3,67,311,Residential,1 Story Brick Residence,943,25.0,120.0,"2,909",4230,Desoto,38.6695242,-90.21709299999999
33540002800,4241 Prairie Av,3,67,311,Residential,2 Story Frame Residence,"1,286",20.0,120.0,"2,325",4241,Prairie,38.6695056,-90.21631099999999
33540003400,4227 Prairie Av,3,67,311,Residential,2 Story Brick Residence,"1,302",50.0,120.0,"6,025",4227,Prairie,38.6691785,-90.2165985
33540003600,4219 Prairie Av,3,67,311,Residential,1 Story Brick Residence,666,25.0,120.0,"2,787",4219,Prairie,38.6689966,-90.21668179999999
33560003100,4349 Desoto Av,3,67,311,Residential,1 Story Frame Residence,834,25.0,120.0,"3,000",4349,Desoto,38.6716369,-90.2158449
33940002800,4347 Linton Av,3,67,311,Residential,1 Story Brick Residence,720,25.0,120.0,"3,000",4347,Linton,38.6719816,-90.2168732
35780001000,3810 Penrose St,3,67,311,Residential,2 Story Frame Residence,"1,414",25.0,108.0,"2,700",3810,Penrose,38.6684892,-90.2176333
35870006400,3917 Sherman Pl,3,67,311,Residential,1 Story Brick Residence,799,25.0,110.0,"2,726",3917,Sherman,38.6682794,-90.2203443
24740000700,1532 John Av,3,66,312,Residential,3 Story Brick Residence,"1,496",29.0,110.0,"3,070",1532,John,38.6722573,-90.20879959999999
24760000500,2034 Gano Av,3,66,312,Residential,1 Story Brick Residence,774,25.0,110.0,"2,750",2034,Gano,38.6719097,-90.2113602
33080000200,2144 E Prairie Av,3,66,312,Residential,1.5 Story Brick Residence,833,50.0,112.15,"5,139",2144,Prairie,38.6715738,-90.2137417
33080001800,2115 Gano Av,3,66,312,Residential,2 Story Frame Residence,"1,134",25.0,112.5,"2,813",2115,Gano,38.6716328,-90.2126787
33090003200,2041 Gano Av,3,66,312,Residential,1 Story Brick Residence,"1,065",25.0,112.51,"2,812",2041,Gano,38.6721136,-90.2118364
33100001200,1826 E Prairie Av,3,66,312,Residential,1 Story Brick Residence,990,25.0,112.5,"2,658",1826,Prairie,38.6737143,-90.2097853
24120001400,4015 N 11th St,3,65,313,Residential,2 Story Brick Residence,"1,438",25.0,115.0,"2,884",4015,11th,38.6658958,-90.20038339999999
24120001500,4011 N 11th St,3,65,313,Residential,2 Story Brick Residence,"1,370",30.0,115.0,"3,450",4011,11th,38.665817,-90.20038249999999
24120001700,4005 N 11th St,3,65,313,Residential,2 Story Brick Residence,"1,460",25.0,115.0,"2,875",4005,11th,38.6656361,-90.2003676
24320000600,4318 Strodtman Pl,3,66,313,Residential,2 Story Brick Residence,"1,312",25.0,117.5,"2,883",4318,Strodtman,38.6678232,-90.20781099999999
24320000700,4320 Strodtman Pl,3,66,313,Residential,1 Story Brick Residence,640,25.0,117.5,"2,937",4320,Strodtman,38.6678877,-90.20783139999999
24350001000,4234 N Florissant Av,3,65,313,Residential,1.5 Story Brick Residence,841,25.0,105.0,"2,625",4234,Florissant,38.66601319999999,-90.2080435
24360000900,4248 N 21st St,3,65,313,Residential,1 Story Brick Residence,850,25.0,136.75,"3,352",4248,21st,38.6666386,-90.2071288
24430000800,4320 19th St,3,66,313,Residential,1 Story Brick Residence,850,25.0,130.0,"3,264",4320,19th,38.6685845,-90.2057066
24430001200,4330 19th St,3,66,313,Residential,1 Story Frame Residence,985,25.0,130.0,"3,157",4330,19th,38.6688277,-90.20586639999999
24430001400,4336 19th St,3,66,313,Residential,1 Story Frame Residence,760,25.0,130.0,"3,339",4336,19th,38.6689505,-90.20590299999999
24430004900,4329 Blair Av,3,66,313,Residential,2 Story Brick Residence,"1,376",25.0,131.5,"6,832",4329,Blair,38.6689723,-90.20517060000002
24460000500,1417 Bissell St,3,66,313,Residential,1 Story Brick Residence,900,29.5,100.0,"2,889",1417,Bissell,38.6708793,-90.20494889999999
19460000800,4117 Glasgow Av,3,67,314,Residential,2 Story Brick Residence,"1,464",25.0,87.42,"2,186",4117,Glasgow,38.6637197,-90.2105325
23990000500,4020 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,626,25.0,106.8,"2,903",4020,Glasgow,38.662102,-90.211142
23990000600,4022 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,626,25.0,106.2,"2,656",4022,Glasgow,38.662184,-90.2111405
23990002100,4003 25th St,3,65,314,Residential,2 Story Brick Residence,"1,472",18.5,127.5,"2,358",4003,25th,38.6619193,-90.2103459
24020001700,4021 N Florissant Av,3,65,314,Residential,2 Story Brick Residence,"1,358",25.0,139.5,"3,488",4021,Florissant,38.663325,-90.207331
24020002400,4001 N Florissant Av,3,65,314,Residential,2 Story Frame Residence,"1,296",25.0,139.5,"3,488",4001,Florissant,38.662813,-90.207078
24290001800,4225 Peck St,3,67,314,Residential,1 Story Brick Residence,"1,209",40.0,112.5,"4,500",4225,Peck,38.6669338,-90.21159829999999
24290002300,4209 Peck St,3,67,314,Residential,1 Story Brick Residence,908,27.0,112.5,"3,037",4209,Peck,38.6665294,-90.2118375
18900003400,2441 Laflin St,3,59,316,Residential,1 Story Brick Residence,660,25.0,120.0,"3,000",2441,Laflin,38.651125,-90.22043599999999
10730001500,2521 W Sullivan Av,3,60,317,Residential,1 Story Brick Residence,990,25.0,144.0,"3,990",2521,Sullivan,38.6558464,-90.21082
11400000300,1916 Palm St,3,63,341,Residential,2 Story Brick Residence,"1,464",25.0,147.04,"3,638",1916,Palm,38.655399,-90.20007369999999
11580000400,2010 Branch St,3,65,341,Residential,1.5 Story Brick Residence,705,48.07,30.0,"1,431",2010,Branch,38.6567905,-90.2016135
11600000900,2103 Branch St,3,65,341,Residential,1 Story Brick Residence,760,25.43,135.25,"2,965",2103,Branch,38.6573613,-90.2027889
11600001200,2111 Branch St,3,65,341,Residential,1 Story Brick Residence,760,51.9,65.14,"3,318",2111,Branch,38.6573603,-90.2030814
11680001850,2017 Destrehan St,3,65,341,Residential,1.5 Story Frame Residence,940,39.0,100.0,"3,900",2017,Destrehan,38.6583186,-90.2024698
11680002100,2023 Destrehan St,3,65,341,Residential,1.5 Story Frame Residence,891,26.0,100.0,"2,600",2023,Destrehan,38.6582467,-90.2026254
11720500200,1926 Destrehan St,3,65,341,Residential,1 Story Brick Residence,895,35.0,93.0,"3,255",1926,Destrehan,38.6582501,-90.201351
11720501500,1919 Agnes St,3,65,341,Residential,1 Story Brick Residence,704,29.0,93.0,"2,639",1919,Agnes,38.6580805,-90.20090719999999
11720600600,1916 Agnes St,3,65,341,Residential,1 Story Brick Residence,704,29.0,93.0,"2,697",1916,Agnes,38.6577993,-90.2007761
11720601900,1923 Angelrodt St,3,65,341,Residential,1 Story Frame Residence,936,30.0,92.8,"2,805",1923,Angelrodt,38.6573893,-90.20084460000001
11730600200,1922 Garden St,3,65,341,Residential,1 Story Brick Residence,773,30.0,84.5,"2,489",1922,Garden,38.6588866,-90.20148879999999
11810601400,1507 Angelrodt St,3,65,341,Residential,2 Story Frame Residence,887,25.83,93.83,"2,424",1507,Angelrodt,38.658002,-90.19909299999999
37740302900,4524 Evans Av,4,54,234,Residential,2 Story Brick Residence,"1,276",25.0,153.0,"3,825",4524,Evans,38.656835,-90.24977469999999
37760002600,4549 Evans Av,4,54,234,Residential,1 Story Brick Residence,788,25.0,140.0,"3,500",4549,Evans,38.657571,-90.2503614
37100202600,3009 N Taylor Av,4,56,307,Residential,1 Story Brick Residence,"1,116",26.5,145.0,"4,770",3009,Taylor,38.6667916,-90.242745
37100204900,4627 Labadie Av,4,56,307,Residential,1 Story Brick Residence,"1,032",24.0,160.0,"4,112",4627,Labadie,38.6677734,-90.2454712
44490100100,4620 Lexington Av,4,56,307,Residential,1 Story Brick Residence,748,27.37,182.06,"5,426",4620,Lexington,38.6709796,-90.24292439999999
44490102100,3512 Cora Av,4,56,307,Residential,1 Story Brick Residence,"1,035",29.5,97.92,"2,864",3512,Cora,38.6705677,-90.2435423
44620503800,4515 Elmbank Av,4,56,307,Residential,1 Story Brick Residence,864,21.21,128.5,"3,251",4515,Elmbank,38.668524,-90.24184799999999
44800002400,4770 Greer Av,4,55,307,Residential,1 Story Stucco Residence,"1,057",25.0,155.0,"4,269",4770,Greer,38.6702013,-90.2493239
44800005300,4729 Labadie Av,4,55,307,Residential,2 Story Brick Residence,"1,494",25.0,150.0,"3,125",4729,Labadie,38.6690894,-90.2484183
37120001600,4637 Maffitt Av,4,56,308,Residential,1 Story Brick Residence,966,25.0,145.0,"3,625",4637,Maffitt,38.6663484,-90.24771469999999
37120001700,4639 Maffitt Av,4,56,308,Residential,2 Story Brick Residence,"1,024",25.0,145.0,"3,625",4639,Maffitt,38.6664125,-90.24778570000001
37120002100,4649 Maffitt Av,4,56,308,Residential,1 Story Brick Residence,794,26.0,145.0,"3,920",4649,Maffitt,38.6665347,-90.2481157
37130002400,4633 Kennerly Av,4,56,308,Residential,2 Story Brick Residence,"1,496",25.0,145.0,"3,625",4633,Kennerly,38.665462,-90.24815199999999
37800002600,4738 Leduc St,4,55,308,Residential,1 Story Brick Residence,"1,166",33.83,236.58,"8,018",4738,Leduc,38.662971,-90.253258
44710000300,4654 Cottage Av,4,56,308,Residential,1 Story Brick Residence,"1,058",27.1,130.03,"3,412",4654,Cottage,38.66441349999999,-90.2495347
44720001300,4634 St Ferdinand Av,4,56,308,Residential,1 Story Brick Residence,940,29.0,130.5,"4,251",4634,St Ferdinand,38.663344,-90.249543
44780000800,4816 Maffitt Av,4,55,308,Residential,1 Story Brick Residence,990,25.0,133.0,"3,325",4816,Maffitt,38.667763,-90.251928
44780004900,4733 Northland Av,4,55,308,Residential,2 Story Brick Residence,"1,496",25.0,123.0,"3,075",4733,Northland,38.6664992,-90.250466
44780005200,4741 Northland Av,4,55,308,Residential,2 Story Brick Residence,"1,300",20.0,133.0,"2,660",4741,Northland,38.6666695,-90.25063899999999
44780005400,4747 Northland Av,4,55,308,Residential,2 Story Brick Residence,"1,496",24.0,133.0,"3,192",4747,Northland,38.6667132,-90.2508288
44780005800,4757 Northland Av,4,55,308,Residential,1 Story Brick Residence,990,25.0,133.42,"3,106",4757,Northland,38.6668652,-90.25112419999999
44780006500,4803 Northland Av,4,55,308,Residential,2 Story Brick Residence,"1,496",25.0,133.0,"3,503",4803,Northland,38.6671166,-90.25175259999999
44780007000,4813 Northland Av,4,55,308,Residential,2 Story Brick Residence,"1,496",25.0,133.0,"2,823",4813,Northland,38.6673479,-90.252031
18700000400,3730 Garfield Av,4,59,309,Residential,1 Story Brick Residence,"1,211",30.5,120.0,"3,660",3730,Garfield,38.651551,-90.22737699999999
18790000900,3630 Garfield Av,4,59,309,Residential,1 Story Brick Residence,"1,100",25.0,120.0,"3,000",3630,Garfield,38.6507739,-90.2254828
36380000200,3958 Cote Brilliante Av,4,56,309,Residential,1 Story Brick Residence,"1,034",50.0,128.8,"6,259",3958,Cote Brilliante,38.6528965,-90.2329128
36400000200,3966 North Market St,4,56,309,Residential,1 Story Brick Residence,640,25.0,123.0,"2,439",3966,North Market,38.6544,-90.23213899999999
36400000400,3960 North Market St,4,56,309,Residential,1 Story Brick Residence,640,25.0,123.66,"3,130",3960,North Market,38.6543731,-90.23192329999999
36440200500,3918 Kennerly Av,4,56,309,Residential,2 Story Brick Residence,"1,440",25.0,100.0,"2,500",3918,Kennerly,38.6567888,-90.22851039999999
36560000300,4052 Garfield Av,4,56,309,Residential,1 Story Brick Residence,"1,136",25.0,116.23,"2,844",4052,Garfield,38.6545317,-90.234562
36610000900,1722 Whittier St,4,57,309,Residential,2.5 Story Brick Residence,"1,496",25.0,134.66,"4,008",1722,Whittier,38.654984,-90.237453
36610001200,1728 Whittier St,4,57,309,Residential,1 Story Brick Residence,832,50.0,134.66,"6,702",1728,Whittier,38.6552121,-90.2373933
36790000600,4224 Garfield Av,4,57,309,Residential,1 Story Brick Residence,612,25.0,132.0,"3,434",4224,Garfield,38.6563373,-90.23796139999999
36800001800,4211 Aldine Av,4,57,309,Residential,1 Story Brick Residence,969,25.0,132.0,"3,076",4211,Aldine,38.6548617,-90.23847459999999
36820002000,4218 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,"1,078",25.0,126.09,"3,844",4218,Aldine,38.655392,-90.24074000000002
36830001400,4230 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence,"1,152",29.0,132.0,"4,355",4230,Cote Brilliante,38.656429,-90.2405102
36830004900,4279 W Aldine Av,4,57,309,Residential,1 Story Brick Residence,836,25.0,132.0,"3,358",4279,Aldine,38.656594,-90.242188
36840003600,4249 W Cote Brilliante Av,4,57,309,Residential,1 Story Brick Residence,"1,059",28.0,137.66,"3,945",4249,Cote Brilliante,38.6569662,-90.2408938
36850001400,4244 W North Market St,4,57,309,Residential,1 Story Brick Residence **,587,25.0,130.6,"3,209",4244,North Market,38.6581766,-90.2398491
36850003800,4227 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,782,25.0,130.5,"3,263",4227,Garfield,38.6573887,-90.2395834
36850003900,4229 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,740,25.0,130.5,"3,315",4229,Garfield,38.65678399999999,-90.23791
36850004400,4243 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,538,25.0,130.5,"3,268",4243,Garfield,38.6576233,-90.2401183
36850005900,4279 W Garfield Av,4,57,309,Residential,1 Story Brick Residence,915,27.6,130.6,"3,551",4279,Garfield,38.658194,-90.241352
36920003300,4345 Kennerly Av,4,57,309,Residential,1 Story Frame Residence **,783,25.0,145.0,"3,625",4345,Kennerly,38.6620874,-90.2406754
36920004700,2710 N Newstead Av,4,57,309,Residential,2 Story Frame Residence,790,20.0,99.5,"1,990",2710,Newstead,38.66263,-90.241227
36950002100,4317 North Market St,4,57,309,Residential,2 Story Frame Residence,"1,212",25.0,130.5,"3,731",4317,North Market,38.659436,-90.24162799999999
36950003500,4361 North Market St,4,57,309,Residential,1 Story Brick Residence,880,25.0,130.6,"3,178",4361,North Market,38.6599621,-90.2429557
36980004500,4357 Aldine Av,4,57,309,Residential,1 Story Brick Residence,"1,012",26.0,132.0,"3,112",4357,Aldine,38.6575152,-90.2445224
37030003300,4435 Garfield Av,4,57,309,Residential,1 Story Brick Residence,902,25.0,130.06,"3,225",4435,Garfield,38.65990499999999,-90.24506799999999
37040001800,4406 St Ferdinand Av,4,57,309,Residential,1 Story Frame Residence **,800,20.0,130.5,"2,703",4406,St Ferdinand,38.66070879999999,-90.2432765
37140001100,4602 St Louis Av,4,56,309,Residential,2 Story Brick Residence,"1,152",25.0,153.06,"3,422",4602,St Louis,38.6662655,-90.2456842
